CTCF,DNase,H2A,H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me2,H3K4me3,H3K79me2,H3K9ac,H3K9me3,H4K20me1,Boundary
96.24,125.16,167.89,76.43,131.45,109.35,81.84,75.24,66.2,145,107.96,109.04,181.8,chr2:69176497:69196497
94.24,178.03,90.6,312.51,120.56,617.01,157.73,179.28,96.53,187.89,134.67,164.37,236.22,chr2:69576497:69596497
45.79,160.86,166.55,102.51,172.26,91.02,76.17,66.59,56.81,133.35,118.07,119.7,140.36,chr2:71256493:71276493
126.9,133.16,125.4,78.42,190.43,132.34,80.43,50.28,80.99,151.94,103.36,340.67,125.08,chr2:73856493:73876493
122.8,121.41,107.32,110.75,147.73,103.8,96.51,61.33,71.37,148.87,134.16,130.97,183.75,chr2:74816493:74836493
83.76,118.23,151.89,90.59,85.83,86.63,60.17,42.19,58.32,94.1,89.51,122.07,104.57,chr2:77136493:77156493
118.4,118.9,114.01,138.88,93.21,106.65,99.02,51.16,61.21,147.78,111.48,125.66,169.23,chr2:80256490:80276490
120.19,391.59,147.86,725.73,134.77,289.65,317.49,567.98,248.5,234.44,253.69,155.42,206.53,chr2:85176490:85196490
146.91,214.9,221.85,158.39,123.16,246.34,131.87,301.73,314.17,203.21,204.3,142.38,238.99,chr2:85576490:85596490
140.33,311.79,220.63,303.43,131.4,292.65,193.56,542.88,980.33,340.72,388.29,130.89,301.06,chr2:86416490:86436490
9.7,80.56,77.69,47.38,81.93,34.58,49.6,48.88,30.47,64.88,44.85,67.96,48.86,chr2:87456490:87476490
62.65,137.63,56.96,75.67,94.92,80.37,61.34,29.2,62.64,98.4,93.68,162.23,92.5,chr2:89088886:89108886
10.67,68.38,33.18,20.94,51.04,61.97,16.42,8.48,43.04,51.78,37.4,356.39,33.75,chr2:95346274:95366274
237.79,309.96,226.71,379,150.81,429.39,177.21,491.17,662.95,215.94,328.56,219.3,318.97,chr2:98263569:98283569
162,187.91,176.8,236.59,103.95,313.2,122.62,418.77,722.54,183.51,309.47,128.09,258.27,chr2:99223569:99243569
114.3,109.51,105.62,173.63,104.68,573.49,89.35,84.46,88.93,163.41,137.6,140.61,212.38,chr2:99983569:100003569
108.49,127.2,120.44,127.8,125.56,315.93,84.53,74.25,84.55,177.21,140.49,146.03,210.96,chr2:101183569:101203569
177.87,180.94,135.94,252.2,99.38,457.45,153.5,126.44,95.99,181.95,164.86,164,298.42,chr2:101623569:101643569
253.38,333.39,205.56,327.72,124.48,310.69,190.99,502.4,551.7,213.2,236.41,115,254.79,chr2:101863569:101883569
127.9,121.78,121.48,114.77,101.01,136.79,121.39,80.62,87.31,156.74,138.25,143.09,242.67,chr2:103423569:103443569
127.9,133.5,125.67,133.26,82.21,119.3,135.66,87.59,77.37,134.08,133.15,112.02,147.41,chr2:104583569:104603569
152.09,244.61,227.13,194.59,118.57,348.29,137.35,420.84,695.09,237.32,325.01,101.91,220.23,chr2:105943569:105963569
242.19,120.88,150.84,129.53,91.6,155.01,106.38,77.36,94.88,152.82,132.9,263.33,137.29,chr2:108543569:108563569
115.21,115.78,233.65,121.46,120.97,128.58,80,64.45,83.16,168.37,122.97,144.19,179.99,chr2:108943569:108963569
1.94,38.6,21.34,13.8,42.16,19.2,26.46,32.08,39.77,21.51,21.76,13.19,23.94,chr2:111353532:111373532
19.41,30.55,23.7,31.11,15.9,132.06,8.19,4.7,16.6,31.53,20.72,19.33,51.64,chr2:112553530:112573530
5.82,68.29,53.39,31.05,258.46,34.17,27.64,24.85,34.85,59.1,38.37,77.36,105.42,chr2:114393531:114413531
261.79,131.69,179.01,102.96,104.12,90.09,111.43,38.58,79.2,123.78,114.51,179.46,122.48,chr2:116833531:116853531
96.19,115.66,106.07,102.95,83.57,87.33,60.53,34.21,75.28,128.3,111.29,152.74,161.11,chr2:117433531:117453531
98.65,144.22,151.32,121.71,244.09,161.62,189.36,100.3,87.11,201.35,147.26,160.86,256.61,chr2:120193531:120213531
110.78,165.45,214.4,161.61,346.05,121.44,126.2,102.2,88.53,201.39,149.91,138.48,265.88,chr2:121073531:121093531
122.64,116.31,190.39,89.69,109.52,126.09,71.41,40.84,64.52,154.41,122.75,215.17,134.83,chr2:126473531:126493531
228.84,221.19,259.93,177.1,203.08,125.15,215.45,124.27,94.37,222.97,174.26,165.09,246.92,chr2:127913531:127933531
97.11,191.26,187.98,99.27,178.63,85.44,98.15,325.65,245.52,118.5,139.21,127.87,155.41,chr2:131473531:131493531
288.58,158.26,267.19,113.22,161.26,110.69,142.5,109.83,86.75,181.04,155.98,180.12,195.53,chr2:134633531:134653531
94.4,149.45,121.34,116.35,100.64,201.01,102.27,59.94,90.4,139.37,110.01,222.99,164.6,chr2:135713531:135733531
143.82,146.82,123.01,128.54,112.8,687.54,84,67.9,75.49,177.53,145.32,125.19,281.03,chr2:136593531:136613531
113.12,114.57,148.92,100.37,65.8,102.61,77.53,40.63,69.3,117.96,109.17,108.04,125.57,chr2:140833531:140853531
91.98,111.83,171.48,85.22,96.95,122.75,64.52,38.05,73.5,146.09,113.16,212.84,135.07,chr2:143833531:143853531
487.6,268.8,250.03,166.74,370.91,142.44,240.34,341.6,287.13,180.54,198.51,144.63,227.29,chr2:149881755:149901755
288.34,226.03,237.21,204.77,131.48,131.64,125.98,365.27,622.07,193.41,281.49,164,155.75,chr2:150441755:150461755
105.98,138.84,194.54,139.26,125.19,142.24,137.53,83.83,68.26,153.4,147.78,106.66,203.31,chr2:152401755:152421755
453.7,310.74,187.42,155.46,314.61,108.54,211.73,203.95,101.62,165.79,145.91,125.56,179.43,chr2:152881755:152901755
105.17,112.12,123.53,88.04,78.74,119.24,67.48,35.94,78.49,137.28,106.54,199.21,118.47,chr2:154601755:154621755
43.7,169.38,153.42,93.36,125.71,72.21,101.49,73.08,58.51,132.31,98.62,79.3,162.55,chr2:159721755:159741755
133.09,134.39,178.37,145.76,137.23,165.2,147.99,102.73,95.46,180.1,149.13,120.83,176.99,chr2:160881755:160901755
136.44,265.51,261.35,151.96,416.57,188.86,167.22,805.41,613.38,137.65,202.86,129.19,183.28,chr2:162081755:162101755
143.41,149.25,121.87,130.17,88.56,84.4,110.88,50.29,72.8,118.6,122.95,92.23,128.41,chr2:165561755:165581755
139.11,149.49,169.39,101.08,91.69,102.64,88,62.58,80.84,134.24,125.86,103.89,120.63,chr2:167361755:167381755
88.54,125.04,140.23,110.93,155.04,98.49,103.41,76.41,67.18,156.75,131.35,152.8,138.38,chr2:173001755:173021755
180.93,184.04,254.98,119.34,137.14,127.47,90.82,89.06,69.44,159.9,139.72,165.64,150.01,chr2:175401755:175421755
171.74,212.46,252.09,176.89,113.12,191.9,88.84,240.8,388.97,151.91,213.99,140.13,147.55,chr2:176041755:176061755
309.64,167.03,226.01,94.24,127.4,105.04,138.68,96.08,73.62,117.46,135.35,111.68,159.36,chr2:178761755:178781755
106.34,124.96,174.32,130.63,88.29,100.15,89.23,45.67,69.95,137.64,115.33,130.75,131.49,chr2:180961756:180981756
105.61,121.25,177.35,122.52,86.9,96.23,119.09,91.29,64.65,115.6,107.69,98.27,123.64,chr2:183001756:183021756
138.77,122.46,64.54,138.28,87.02,527.58,91.25,68.58,70.81,175.33,122.49,106.74,230.95,chr2:187361756:187381756
370.86,288.66,219.08,178.99,143.58,302.57,137.1,436.16,482.06,196.3,314.52,136.67,230.36,chr2:190521756:190541756
103.23,107.92,105.94,91.03,78.25,97.63,79.83,41.41,71.43,110.7,97.46,84.78,126.93,chr2:194521756:194541756
94.63,119.69,166.64,120.2,85.93,100.81,90.25,70.18,71.23,132.96,106.41,124.8,139.26,chr2:196201756:196221756
126.42,145.52,188.37,128.81,125.39,97.29,126.53,102.25,88.65,138.77,118.68,109.22,135.69,chr2:202521756:202541756
146.77,281.49,145.22,277.49,139.6,204.8,168.23,608.27,837.2,672.29,489.81,117.62,368.32,chr2:203121756:203141756
178.01,142.88,163.3,168.3,108.16,119.23,139.09,101.59,88.29,141.28,113.94,139.44,140.21,chr2:205721756:205741756
74.72,115.33,53.9,121.92,79.32,656.04,78.15,41.47,88.27,126.43,119.2,111.55,190.66,chr2:209201756:209221756
113.06,155.04,151.83,138.95,86.84,399.91,106.6,215.24,312.58,161.85,218.3,110.71,232.06,chr2:211321756:211341756
114.02,110.2,116.17,116.34,77.86,81.4,75.21,45.79,50.9,123.44,105.39,139.56,135.3,chr2:213481756:213501756
155.11,129.96,189.17,166.23,116.28,72.61,145.18,125.39,84.83,116.86,119.89,92.06,128.03,chr2:214081756:214101756
239.36,299.55,221.19,388.4,138.32,396.48,243.42,625.14,606.25,291.75,512.79,165.78,263.4,chr2:216961756:216981756
155.74,168.73,142.45,229.75,105.61,526.18,152.74,367.48,579.47,368.48,267.96,139.9,401.65,chr2:219081756:219101756
343.1,389.29,192.9,93.35,3628.92,203.98,272.12,573.83,225.3,129.54,134.63,190.88,363.01,chr2:219841757:219861757
339.25,432.94,281.82,271.63,303.49,282.44,280.7,878.31,870.04,195.65,288.32,126.75,334.3,chr2:220401757:220421757
175.07,177.58,180.41,143.57,289.15,128.19,144.55,425.34,268.55,182.49,198.28,141.44,163.79,chr2:223521757:223541757
150.81,271.46,250.27,436.64,136.89,155.33,320.86,569.78,591.9,269.38,288.62,136.02,228.41,chr2:224801757:224821757
215.7,150.26,149.47,108.02,92.52,110.01,93.65,49.35,72.05,129.92,121.54,125.95,134.11,chr2:225641757:225661757
176.77,227.89,282.97,160.97,172.96,117.89,195.11,260.14,191.34,183.55,168.28,151.11,176.48,chr2:228721757:228741757
117.56,226.06,212.27,333.81,143.96,101.22,216.37,168.6,82.91,159.54,145.87,137.72,160.81,chr2:232441757:232461757
123.89,196.24,286.07,168.94,343.49,129.23,159.67,452.06,511.91,183.13,228.25,183.91,207.68,chr2:234245262:234265262
238.61,167.16,217.09,134.45,164.14,156.01,161.33,99.77,79,180.02,132.83,170.34,205.86,chr2:237205262:237225262
507.38,275.14,122.81,119.15,125.72,260.96,121.18,80.95,75.4,180.74,175.72,150.23,258.8,chr2:239165262:239185262
65.98,141.47,147.62,63.2,97.29,50.56,84.61,52.48,42.16,107.86,69.04,87.63,108.82,chr2:241621328:241641328
52.54,82.03,68.23,51.54,74.94,72.01,24.3,17.77,53.79,76.92,53.98,359.28,63.37,chr20:50001:70001
286.27,314.53,220.09,153.12,145.44,101.39,153.46,122.72,88.8,178.69,140.23,117.4,186.92,chr20:4082001:4102001
393.15,303.68,249.29,122.81,147.77,135.35,158.79,201.16,168.76,157.98,157.61,190.79,151.9,chr20:4722001:4742001
112.46,158.99,96.33,87.54,78.22,105.38,84.04,47.92,69.42,133.99,100.12,155.45,134.52,chr20:14082001:14102001
260.34,349.83,225.94,212.38,134.63,216.73,186.3,381.14,370.04,188.76,224.36,155.63,174.3,chr20:18562001:18582001
338.36,360.31,226.77,167.35,219.24,136.77,161.57,161.47,92.46,170.76,144.93,203.42,161.19,chr20:20802001:20822001
101.05,237.32,215.33,128.06,186.27,117.2,99.72,86.16,80.14,195.23,129.17,155.35,223.02,chr20:21642001:21662001
124.05,651.99,50.5,104.95,138.02,140.38,44.78,70.04,78.42,162.47,88.65,520.99,328.45,chr20:29806340:29826340
127.67,370.78,189.63,272.97,135.26,471.97,183.4,300.17,404.54,439.84,281.72,132.98,437.75,chr20:31406340:31426340
154.91,330.9,244.66,177.94,148.85,121.49,148.24,233.75,399.58,166.2,199.91,137.24,184.16,chr20:33406340:33426340
122.82,374.21,126.8,224.59,113.47,256.61,127.94,408.77,555.44,379.78,351.54,120.95,293.01,chr20:34246587:34266587
146.41,327.17,196.85,173.03,165.52,174.72,134.11,279.36,318.73,232.07,242.28,127.83,255.93,chr20:34806587:34826587
132.2,348.82,273.88,385.05,149.56,121.75,241.54,243.94,88.16,138.11,165.03,121.81,132.68,chr20:35876587:35896587
417.42,370.27,218.84,149.19,242.37,104.89,145.54,293.11,232.93,184.19,183.06,132.38,209.04,chr20:37676587:37696587
218.47,533.47,298.27,301.54,145.75,101.89,173.17,351.82,372.87,166.68,227.59,132.14,139.05,chr20:40316587:40336587
514.56,525.32,138.89,203.26,130.86,129.94,185.92,436.04,644.54,227.83,402.32,131.22,243.61,chr20:42836587:42856587
127.21,194.08,138.17,111.53,128.16,534.04,76.61,49.85,114.22,179.42,126.02,599,171.77,chr20:45116594:45136594
122.8,268.74,195.24,127.75,157.58,217.5,122.81,97.13,85.91,213.12,149.43,167.92,216.07,chr20:45356594:45376594
119.88,285.75,177.49,160.82,559.99,126.85,161.6,339.84,208.72,182.46,152.72,172.27,224.31,chr20:47916594:47936594
93.33,293.83,91.65,146.79,86.4,562.93,108.23,386.7,621.46,356.3,308.32,117.16,315.11,chr20:49556594:49576594
286.16,298.69,236.64,368.63,126.05,243.51,135.6,412.74,590.37,196.6,236.69,126.44,204.32,chr20:50796594:50816594
278.12,319.94,288.76,131.8,137.15,94.53,122.44,76.13,75.34,165.86,142.79,107.36,175.72,chr20:52796594:52816594
91.83,256.98,206.18,124.81,170.12,382.77,105.92,282.5,464.36,208.43,246.48,153.63,249.81,chr20:55036594:55056594
220.84,412.93,240.67,215.83,145.61,109.51,242.85,194.52,109.4,191.78,160.46,136.38,211.86,chr20:62159557:62179557
49.37,226.96,49.05,60.16,54.59,72.32,25.18,15.38,40.1,78.49,43.18,291.76,58.09,chr21:14328130:14348130
71.21,168.07,72.2,75.49,98.97,124.31,52.39,35.98,69.15,100.17,89.96,309.86,109.09,chr21:17268130:17288130
86.75,199.7,221.18,174.44,261.95,132.77,217.44,125.57,91.84,154.19,120.72,164.7,151.27,chr21:19028130:19048130
122.54,163.92,104.56,67.79,80.62,114.54,55.22,20.58,82.33,110.08,81.58,310.8,137.22,chr21:25468130:25488130
177.2,215.2,246.85,136.76,113.56,101.85,92.32,67.3,91.27,147.45,128.51,140.87,162.4,chr21:27148130:27168130
101.27,161.28,158.06,131.9,103.73,142.61,98.99,53.7,85.47,145.6,104.28,197.07,127.44,chr21:29108130:29128130
102.74,343.27,286.13,280.65,148.09,273.12,120.56,378.39,654.22,238.95,337.67,155.19,253.04,chr21:30388130:30408130
109.57,173.05,127.15,76.4,93.38,87.51,66.93,40.46,82.01,134.58,94,93.52,134.22,chr21:31668130:31688130
260.43,331.31,134.14,147.61,116.91,516.82,130.79,204.78,324.45,190.22,199.14,105.33,268.15,chr21:35268131:35288131
144.63,307.26,239.67,124.87,583.21,131.54,135.8,433.24,412.41,159.36,169.19,172.04,215.51,chr21:36028131:36048131
425.38,399.94,160,153.9,127.02,155.47,150.99,104.96,62.71,147.29,134.3,106.14,185.04,chr21:37788131:37808131
163.19,230.99,209.86,151.07,121.18,131.87,150.74,101.3,80.67,172.61,148.18,127.79,138.65,chr21:40828131:40848131
135.1,145.68,87.61,112.6,90.43,61.34,111.55,127.7,52.42,79.64,73.45,88.59,99.84,chr21:42996932:43016932
340.32,323.33,99.23,181.75,141.49,349.48,185.12,123.38,80.51,166.09,143.65,136.45,243.46,chr21:43956932:43976932
251.73,289.86,161.64,197.92,148.86,718.62,144.6,277.35,483.02,282.88,277.29,146.86,395.16,chr21:45205573:45225573
233.8,302.66,122.16,170.66,119.68,489.21,172.06,88.1,71.51,352.75,157.49,140.66,412.01,chr21:46365573:46385573
322.32,426.2,243.3,155.65,216.69,94.16,194.92,287.03,165.41,164.99,136.37,160.11,144.83,chr21:46965573:46985573
68.17,439.49,65.6,65.73,78.34,102.91,32.58,23.41,56.14,103.28,61.26,424.83,143.67,chr22:16850001:16870001
119.19,248.52,112.24,130.8,119.84,255.46,99.86,56.79,66.52,154.8,132.64,116.07,249.46,chr22:18290001:18310001
6.32,17.3,9.48,7.38,25.14,8.19,24.66,11.3,10.22,21.48,16.64,10.36,18.51,chr22:18850001:18870001
16.49,84.44,79.32,21.23,77.09,77.6,54.25,33.29,37.85,101.4,68.63,119.77,113.17,chr22:20700001:20720001
17.42,61.71,42.08,65.37,23.83,59.49,80,41.63,9.87,66.2,41.88,32.1,64.33,chr22:21780001:21800001
230.72,459.91,197.76,359.87,167.19,289.85,211.82,411.87,435.54,189.34,252.59,189.14,249.04,chr22:24220001:24240001
39.71,149.52,155.64,94.87,98.61,78.22,74.74,60.94,48.49,106.42,94,77.06,78.59,chr22:25060001:25080001
94.96,212,283.06,139.64,222.62,109.55,116.62,86.72,75.57,175.63,147.4,148.95,249.38,chr22:26180001:26200001
134.82,303.61,171.25,284.96,129.72,657.7,169.09,306.21,475.82,258.09,308.67,147.01,350.05,chr22:26860001:26880001
318.58,309.37,86.61,234.7,94.8,305.07,227.93,161.3,93.28,215.92,186.08,141.65,335.47,chr22:28260001:28280001
264.58,618.47,185.86,174.26,708.85,138.26,228.81,411.35,330.3,169.59,156.01,177.42,227.56,chr22:29700001:29720001
171.88,395.86,171.13,149.64,172.37,356.16,118.91,238.12,346.03,237.59,250.8,160.2,284.98,chr22:30980001:31000001
116.11,186.22,139.32,152.24,120.51,356.32,90.49,78.17,60.84,249.97,147.34,129.62,284.74,chr22:31860001:31880001
218.24,278.43,171.99,98.93,197.41,95.57,102.05,65.28,68.91,152.59,123.2,130.81,238.58,chr22:32500001:32520001
230.91,345.34,232.63,205.67,292.14,166.76,143.08,366.18,697.3,250.76,261.19,153.92,328.67,chr22:32860001:32880001
339.11,274.74,143.88,170.31,138.88,283.3,93.03,75.07,75.36,163.02,145.8,141.09,294.96,chr22:33660001:33680001
140.81,314.63,202.44,187.41,162.61,219.59,184.76,120.8,83.09,222.29,217.76,143.77,375.72,chr22:35700001:35720001
235.39,338.39,185.51,172.55,186.1,896.57,151.45,231.87,181.02,212.28,192.39,183.72,353.26,chr22:36900055:36920055
133.66,341.5,157.2,179.44,245.46,131.67,243.56,202.28,115.02,189.49,162.41,131.11,210.17,chr22:38380055:38400055
108.41,364.37,224.99,162,234.71,181.29,216.85,325.92,314.48,192.23,190.87,148.82,250.06,chr22:39140055:39160055
184.18,549.62,159.83,341.66,866.55,655.51,146.84,520.18,735.94,250.01,380.4,157.85,650.61,chr22:39900055:39920055
230.4,322.42,141.05,169.21,121.41,198.14,145.41,102.29,78.93,192.79,153.81,134.85,272.11,chr22:40780055:40800055
327.76,393.26,215.05,317.39,122.84,459.38,167.85,436.93,446.54,328.79,286.69,148.75,386.31,chr22:42060055:42080055
304.49,672.4,202.44,240.89,203.49,150,254.08,525.85,429.05,171.54,259.57,121.85,175.75,chr22:42340055:42360055
171.29,262.94,128.38,167.05,140.24,411.71,126.42,98.1,67.04,238.41,157.74,128.27,337.38,chr22:43020057:43040057
322.34,473,263.51,231.37,173.14,131.27,201.31,371.09,435.91,189.09,219.41,134.1,189.02,chr22:43580057:43600057
348.55,311.74,132.66,172.45,132.4,282.71,149.14,115,80.74,198.53,158.56,179.73,250.59,chr22:45211337:45231337
159.55,360.13,152.4,187.07,139.08,212.65,207.07,172.29,83.25,191.23,149.13,127.58,222.82,chr22:46771337:46791337
331.09,260.47,207.85,113.82,182.95,113.12,152.43,79.99,69.45,145.43,127.44,147.44,201.91,chr22:49363997:49383997
40.76,71.01,60.57,36.74,48.69,37.17,36.13,26.36,31.97,64.78,51.43,40,46.52,chr3:50001:70001
121.22,109.65,137.43,155.68,92.63,133.92,120.32,87.86,75.69,162.24,107.61,141.12,160.38,chr3:2215001:2235001
90.64,124.72,135.49,168.13,77.49,98.3,134.34,89.1,79.37,101.58,82.75,122.68,109.42,chr3:7255001:7275001
165.7,117.83,109.44,122.4,96.22,429.52,103.75,52.04,79.22,209.23,164.53,166.45,295.48,chr3:8975001:8995001
251.76,228.38,181.85,125.57,151.35,78.16,143.75,109.21,61.93,158.31,141.94,114.16,159.16,chr3:10375001:10395001
257.47,209.96,90.41,137.98,163.53,335.63,133.07,101.25,59.75,178.37,161.57,123.51,300.77,chr3:12935001:12955001
145.87,101.62,113.41,103.41,106.19,739.39,67.77,79.11,61.17,184.18,177.8,131.01,265.8,chr3:14694997:14714997
216.04,296.24,240.34,178.86,143.7,159.75,152.59,441.62,470.19,197.75,245.92,133.57,184.65,chr3:15134997:15154997
111.52,114.67,92.9,119.52,93.97,191.96,79.53,59.43,67.49,143.84,108.64,169.32,155.45,chr3:18494997:18514997
107.11,131.5,122.44,121.99,94.56,102.95,109.2,56.76,84.52,118.46,97.25,110,145.82,chr3:22174997:22194997
101.56,143.46,200.45,132.88,107.09,100.68,131.32,85.67,76.71,146.33,122.58,148.42,139.11,chr3:23014997:23034997
55.75,91.09,56.31,54.14,65.12,86.74,47.83,37.49,49.01,84.35,68.07,204.24,93.79,chr3:28454997:28474997
123.43,125.94,111.99,107.41,92.41,93.31,64.07,34.67,54.49,133.28,100.79,117.64,133.53,chr3:30054997:30074997
200.36,147.01,153.11,137.52,118.36,126.24,85.45,62.71,73.44,139.29,129.16,134.42,146.56,chr3:30814997:30834997
164.62,155.61,116.23,175.87,122.99,293.88,172.24,106.2,77.92,246.72,141.35,176.53,244.32,chr3:31734997:31754997
436.86,272.44,213.26,133.77,130.56,99.28,134.21,108.66,71.65,129.22,135.17,116.73,146.43,chr3:32214997:32234997
278.43,227.86,206.33,229.93,122.72,183.6,161.25,387.83,471.44,219.26,256.39,128.54,247.85,chr3:32534997:32554997
111.82,124.29,209.07,135.49,131.9,134.77,98.84,65.7,81.61,183.18,146.55,135.5,175.95,chr3:33934997:33954997
111.95,266.04,125.27,215.15,111.41,370.8,139.93,425.6,473.52,227.07,285.03,261.78,246.02,chr3:37014997:37034997
167.23,343.36,219.28,151.56,538.64,179.44,145.24,518.37,598.77,195.47,210.5,152.97,275.51,chr3:38054997:38074997
181.25,171.76,149.53,170.92,89.13,361.23,114.03,171.49,252.98,153.91,189.35,127.66,207.67,chr3:38534997:38554997
331.67,224.39,274.94,174.73,191.79,331.64,136.36,424.1,720.39,215.46,254.94,129.63,344.65,chr3:39134997:39154997
224.4,214.45,227.59,235.35,117.93,220.94,144.86,375.77,674.51,185.22,352.19,129.12,174.04,chr3:40334997:40354997
174.75,151.68,255.41,192.46,165.55,169.56,132.82,136.42,81.04,179.69,137.92,277.59,131.31,chr3:42934997:42954997
106.6,202.26,200.99,194.01,158.28,384.52,146.61,355.74,484.59,330.75,238.57,379.01,228.11,chr3:44534997:44554997
320.21,194.54,198.48,246.27,108.63,356.54,197.16,465.54,764.03,409.44,368.22,207.7,390.81,chr3:45014997:45034997
106.67,148.14,118,161.51,122.53,442.47,170.79,119.16,74.87,237.94,163.47,134.6,327.14,chr3:46014997:46034997
154.66,186.43,275.14,117.81,420.56,124.55,143.14,199.88,137.25,200.55,136.7,166.52,209.2,chr3:46494997:46514997
390.93,248.99,160.63,107.45,312.46,104.82,145.8,209.85,87.94,153.81,148.3,140.96,255.02,chr3:46934997:46954997
220.39,211.3,149.45,225.34,129.8,608.16,135.35,337.57,452.25,251.36,319.03,143.05,343.59,chr3:47854997:47874997
239.07,449.28,183.1,329.32,162.53,370.88,139.29,496,495.62,188.83,346.38,151.41,318.63,chr3:48694997:48714997
227.34,403.74,253.79,398.17,137.34,497.61,184.57,730.21,999.95,216.57,454.23,135.74,310.39,chr3:49054997:49074997
86.64,122.27,111.34,121.85,120.7,554.74,68.48,80.62,59.72,206.06,135.1,155.67,252.37,chr3:51494961:51514961
193.41,374.26,194.27,355.81,153.76,351.56,293.09,609.29,537.4,227.49,371.48,140.47,273.52,chr3:52014961:52034961
240.68,190.84,197.94,115.71,177.02,109.15,158.32,96.96,65.86,211.47,156.51,140.22,200.9,chr3:52814961:52834961
185.99,229.03,136.33,262.59,119.07,744.09,185.34,105.41,78.21,206.52,164.38,134.96,431.47,chr3:53254961:53274961
94,108.5,135.45,82.09,137.11,93.87,50.77,46.85,66.34,131.89,81.65,153.7,122.46,chr3:53934961:53954961
119.31,165.15,210.47,132.84,533.66,217.04,174.74,235.99,180.28,176.28,161.91,164,231.39,chr3:55494961:55514961
59.01,135.95,92.32,107.42,90.36,362.26,88.4,82.02,86.61,169.57,112.49,258.47,190.22,chr3:56614961:56634961
88.33,212.64,149.85,103.53,135.06,210.78,110.82,367.78,388.5,161.41,205.46,105.55,191.03,chr3:57534961:57554961
169.86,180.31,139.71,189.46,104,439.23,188.9,171.76,101.37,205.36,158.66,123.36,315.17,chr3:58294961:58314961
117.49,118.63,234.06,130.83,131.58,146.12,118.32,90.52,83.72,158.39,133.59,186.56,188.07,chr3:60054961:60074961
198.21,359.29,218.29,397.29,186.23,158.47,195.92,841.05,1104.95,364.54,374.97,154.3,246.7,chr3:61534961:61554961
102.34,188.65,197.09,154.78,125.9,174.57,118.95,385.96,409.23,143.65,215.97,125.37,178.19,chr3:62294961:62314961
127.08,148.23,186.1,135.03,143.52,140.19,126.97,91.61,101.62,169.79,154.51,147.91,215.39,chr3:62574961:62594961
89.37,122.21,103.34,79.23,659.24,98.01,111.16,69.22,73.8,139.31,118.15,141.63,193.95,chr3:63294961:63314961
243.91,183.29,112.21,170.56,104.85,417.02,125.39,115.09,74.7,166.96,161.48,117.68,272.01,chr3:63974961:63994961
302.17,192.02,78.24,178.71,72.45,390.96,115.47,74.48,81.52,155.79,123.67,114.76,185.86,chr3:65414961:65434961
153.98,136.52,97.55,149.98,101.7,285.47,117.99,87.52,96.76,201.06,147.84,132.39,255.36,chr3:66283143:66303143
111.59,114.61,127.29,99.07,102.79,142.9,81.95,46.77,61.67,130.86,96.69,284.93,105.34,chr3:66947311:66967311
120.62,113.07,96.17,138.57,70.07,464.81,76.6,63.32,84.34,187.76,137.73,134.54,267.77,chr3:69107311:69127311
121.8,126.85,158.48,113.88,196.56,107.56,103.6,62.25,62.95,137.57,112.3,165.71,146.29,chr3:70027311:70047311
216.17,212.65,112.91,168.21,111.6,171.92,224.37,143.09,94.27,183.5,146.93,127.22,226.03,chr3:71067311:71087311
258.16,178.88,142.26,168.31,121.43,163.4,135.18,90.08,81.61,179.32,149.34,135.36,238.82,chr3:71747311:71767311
198.46,181.89,167.15,175.36,97.76,133.77,139.55,121.17,74.14,147.79,130.49,172.28,145.38,chr3:73907311:73927311
193.55,484.99,146.62,77.81,540.28,174.35,92.12,330.56,302.57,149.53,121.02,534.74,163.03,chr3:75707311:75727311
104.3,106.12,82.2,68.35,59.43,90.16,51.37,39.16,58.1,89.99,63.37,114.1,133.56,chr3:76787311:76807311
123.02,135.18,151.92,177.83,91.19,100.24,133.47,89.56,73.89,119.47,93.4,123.07,122.94,chr3:80787311:80807311
199.24,142.57,207.73,127.95,85.51,122.18,128.52,78.64,80.3,137.76,125.38,134.77,153.78,chr3:81427311:81447311
172.46,185.89,217.26,102.83,68.7,113.51,114,76.36,78.14,136.57,99.11,174.69,137.99,chr3:84587311:84607311
268.89,138.52,71.87,110.79,76.16,89.73,101.09,54.22,84.27,125.06,108.72,104.51,128.11,chr3:85867311:85887311
136.26,131.79,136.89,113.69,88.01,128.91,86.92,53.83,69.52,117.48,114.81,158.2,87.11,chr3:86747311:86767311
216.31,163,113.16,119.19,74.2,102.42,128.13,65.48,73.77,112.07,107.92,95.31,136.15,chr3:87307311:87327311
123.49,165.49,113.77,185.18,93.54,151.61,127.01,118.2,74.39,126.72,106.03,195.65,128.27,chr3:88227311:88247311
27.09,113.6,20.18,44.69,59.2,73.25,22.22,11.12,58.18,64.86,40.01,308.08,62.79,chr3:93494855:93514855
218.06,118.77,33.95,104.84,80.01,214.08,72.83,61,65.5,121.54,123.53,127.89,166.28,chr3:100027311:100047311
342.56,193.58,199.86,313.17,125.72,132.42,209.87,163.21,100.22,138.26,135.91,140.49,135.48,chr3:101947311:101967311
120.48,110.22,117.06,86.59,76.2,100.76,54.34,29.1,70.28,121.23,112.08,158.67,114.98,chr3:102347311:102367311
88.1,137.55,153.64,113.96,72.96,111.27,102.64,75.37,78.4,126.47,108.44,106.03,115.02,chr3:103667311:103687311
